strategy_name,interventions,avg_risk_score_delta,avg_comfort_gain,avg_wait_reduction_min,baseline_orange_red,adjusted_orange_red,orange_red_reduction
分流引导至低负载游线,4509,0.060165259383455294,6.01652593834553,0.21323420185894876,1804,451,1353
