mae,rmse,wape,target,horizon_min,rows
2.695260292432204,3.2605327749105775,0.3043755634242031,target_person_h6,30,17937
0.48413486115448773,0.5883273958147515,0.3346394427970623,target_wait_h6,30,17937
2.7578389429957024,3.365656866237848,0.31173303790852264,target_person_h12,60,17937
0.49391931475169176,0.5940857071557305,0.3416105600961312,target_wait_h12,60,17937
