mae,rmse,wape,target,horizon_min,rows
2.891299980975329,3.476009600412121,0.326452275302811,target_person_h6,30,18036
0.5348921583983184,0.6391645233555306,0.3698514036747035,target_wait_h6,30,18036
3.0232272131740716,3.597947887080625,0.3410042840057758,target_person_h12,60,18036
0.5389451329103725,0.6376681278701549,0.3723041433222315,target_wait_h12,60,18036
