epoch,train_loss,val_loss,device
1,0.2654694362598307,0.038692086935043335,cuda
2,0.20349591970443726,0.023592963814735413,cuda
3,0.18913126868360183,0.01988270878791809,cuda
4,0.18024374018697178,0.021702300757169724,cuda
5,0.17278834739152124,0.020102882757782936,cuda
6,0.16778828028370352,0.022372810170054436,cuda
7,0.1639767622246462,0.022842613980174065,cuda
8,0.1606251571108313,0.020442001521587372,cuda
