target,epoch,train_loss,val_loss,val_mae
target_wait_h6,7,0.14811687668164572,0.13722927868366241,0.43633556365966797
target_wait_h6,8,0.15084226926167807,0.13719019293785095,0.43657976388931274
target_wait_h6,9,0.1469065546989441,0.1368982344865799,0.4363807737827301
target_wait_h6,10,0.1455735961596171,0.13691183924674988,0.43653371930122375
target_wait_h6,11,0.14631551007429758,0.13684296607971191,0.436634361743927
target_wait_h6,12,0.1443781852722168,0.1373109370470047,0.4375700354576111
target_wait_h6,13,0.14461781084537506,0.13765521347522736,0.43842262029647827
target_wait_h6,14,0.14282604058583578,0.13737595081329346,0.43852686882019043
target_wait_h6,15,0.14297565817832947,0.13750246167182922,0.4391349256038666
target_wait_h6,16,0.1430031011501948,0.13804185390472412,0.4401897192001343
target_wait_h6,17,0.14325863619645438,0.13818588852882385,0.4403683543205261
target_wait_h6,18,0.14022249480088553,0.1380276083946228,0.43979716300964355
target_wait_h6,19,0.14210514724254608,0.13852716982364655,0.44013550877571106
target_wait_h6,20,0.13991738359133402,0.13830679655075073,0.43962621688842773
target_wait_h6,21,0.1398089478413264,0.13858310878276825,0.44026198983192444
target_wait_h6,22,0.1397364983956019,0.13977888226509094,0.4423809349536896
target_wait_h6,23,0.14015851418177286,0.1391269713640213,0.4413786828517914
target_person_h12,1,2.0554103453954062,1.8631292581558228,2.3245561122894287
target_person_h12,2,2.057748556137085,1.862209439277649,2.3241333961486816
target_person_h12,3,2.0500706831614175,1.861489176750183,2.3236777782440186
target_person_h12,4,2.0855855147043862,1.860970377922058,2.3232638835906982
target_person_h12,5,2.0428656737009683,1.8607282638549805,2.323150396347046
target_person_h12,6,2.035951614379883,1.8610892295837402,2.3236610889434814
target_person_h12,7,2.028985579808553,1.8620344400405884,2.324876070022583
target_person_h12,8,2.0443729559580484,1.8631420135498047,2.3259708881378174
target_person_h12,9,2.006694793701172,1.8652946949005127,2.3277785778045654
target_person_h12,10,2.0416093667348227,1.8677501678466797,2.330044984817505
target_person_h12,11,2.0286895831425986,1.8696714639663696,2.331923723220825
target_person_h12,12,2.0007628997166953,1.8708208799362183,2.3331968784332275
target_person_h12,13,2.0184758504231772,1.8707644939422607,2.333078622817993
target_person_h12,14,1.9848470290501912,1.8685362339019775,2.330561876296997
target_person_h12,15,2.0053250392278037,1.8663479089736938,2.3279998302459717
target_person_h12,16,2.0162065823872886,1.8638460636138916,2.32476806640625
target_person_h12,17,1.9884097178777058,1.8611068725585938,2.321105718612671
target_person_h12,18,1.9972896178563435,1.8602418899536133,2.320201873779297
target_person_h12,19,1.9982256491978962,1.8592026233673096,2.319288492202759
target_person_h12,20,1.986872911453247,1.8582111597061157,2.3183305263519287
target_person_h12,21,1.9765993356704712,1.8580330610275269,2.3180277347564697
target_person_h12,22,1.999413013458252,1.8586511611938477,2.318685531616211
target_person_h12,23,1.986196796099345,1.8587251901626587,2.318492889404297
target_person_h12,24,1.980023701985677,1.8570858240127563,2.3164806365966797
target_person_h12,25,1.9598380327224731,1.8566453456878662,2.316152334213257
target_person_h12,26,1.9795184135437012,1.8572980165481567,2.317058801651001
target_person_h12,27,1.9762455622355144,1.8572806119918823,2.3172454833984375
target_person_h12,28,1.9533995389938354,1.8565068244934082,2.316709518432617
target_person_h12,29,1.9591337442398071,1.8575385808944702,2.317676067352295
target_person_h12,30,1.947585662206014,1.8601198196411133,2.320075035095215
target_person_h12,31,1.9516975084940593,1.8606759309768677,2.320826292037964
target_person_h12,32,1.9486163059870403,1.8580729961395264,2.3185372352600098
target_person_h12,33,1.9613134066263835,1.8577054738998413,2.318359375
target_person_h12,34,1.934623161951701,1.8564729690551758,2.3172430992126465
target_person_h12,35,1.9471655289332073,1.8539459705352783,2.3147995471954346
target_person_h12,36,1.9479283889134724,1.8544726371765137,2.3152592182159424
target_person_h12,37,1.9513514041900635,1.855918049812317,2.3168468475341797
target_person_h12,38,1.9328890244166057,1.8571884632110596,2.318390369415283
target_person_h12,39,1.9403086105982463,1.857367753982544,2.3187551498413086
target_person_h12,40,1.9360487858454387,1.8569351434707642,2.318892002105713
target_person_h12,41,1.9215442339579265,1.856811285018921,2.3188962936401367
target_person_h12,42,1.9264769951502483,1.8582731485366821,2.320047378540039
target_person_h12,43,1.9096776247024536,1.8601758480072021,2.32170033454895
target_person_h12,44,1.9052176475524902,1.8599618673324585,2.321368455886841
target_person_h12,45,1.9090585708618164,1.8577786684036255,2.319488048553467
target_person_h12,46,1.9111603895823162,1.8572235107421875,2.319274425506592
target_person_h12,47,1.9096901416778564,1.8578540086746216,2.3202433586120605
target_person_h12,48,1.925837755203247,1.8593535423278809,2.3215718269348145
target_person_h12,49,1.901913324991862,1.8617517948150635,2.3237216472625732
target_person_h12,50,1.8993690808614094,1.863410234451294,2.325195789337158
target_person_h12,51,1.901701847712199,1.8657701015472412,2.327617645263672
target_person_h12,52,1.8879975477854412,1.867999792098999,2.32948637008667
target_person_h12,53,1.8887579043706257,1.8673839569091797,2.328679084777832
target_wait_h12,1,0.16733611623446146,0.1319129317998886,0.4254794418811798
target_wait_h12,2,0.15114575624465942,0.13006676733493805,0.4195300340652466
target_wait_h12,3,0.15142266949017844,0.130320742726326,0.41835904121398926
target_wait_h12,4,0.14991892874240875,0.12941890954971313,0.4170389771461487
target_wait_h12,5,0.1442286173502604,0.12771077454090118,0.41516944766044617
target_wait_h12,6,0.1447573403517405,0.12656772136688232,0.414381742477417
target_wait_h12,7,0.1447619448105494,0.12612882256507874,0.414410799741745
target_wait_h12,8,0.14206774036089578,0.12606556713581085,0.4146759808063507
target_wait_h12,9,0.14252005517482758,0.12614700198173523,0.4149695932865143
target_wait_h12,10,0.14014790952205658,0.1262797713279724,0.41522833704948425
target_wait_h12,11,0.14221704006195068,0.12655925750732422,0.4155711829662323
target_wait_h12,12,0.14042181273301443,0.12681695818901062,0.4158875048160553
target_wait_h12,13,0.14059185485045114,0.1269623339176178,0.41611677408218384
target_wait_h12,14,0.14002255101998648,0.12697897851467133,0.4161054790019989
target_wait_h12,15,0.13739719986915588,0.12692327797412872,0.41600164771080017
target_wait_h12,16,0.13956057031949362,0.1270403414964676,0.4161480963230133
target_wait_h12,17,0.13811580340067545,0.12733416259288788,0.4165802299976349
target_wait_h12,18,0.13818629582722983,0.1276584267616272,0.4170342981815338
target_wait_h12,19,0.13784368832906088,0.12788277864456177,0.417407751083374
target_wait_h12,20,0.13737715780735016,0.12816262245178223,0.41790810227394104
target_wait_h12,21,0.13904868066310883,0.12812593579292297,0.4180215299129486
target_wait_h12,22,0.13671276966730753,0.12789665162563324,0.41781696677207947
target_wait_h12,23,0.13736295203367868,0.127740740776062,0.41766586899757385
target_wait_h12,24,0.13828044136365256,0.127857968211174,0.4179236590862274
target_wait_h12,25,0.13603963454564413,0.12816643714904785,0.4184018075466156
target_wait_h12,26,0.1371650199095408,0.1287103295326233,0.41920730471611023
