mae,rmse,wape,target,horizon_min,rows
2.6718869728533385,3.22451329902485,0.3016786868810743,target_person_h6,30,18036
0.4842066667169286,0.5855619747174665,0.3348048995336859,target_wait_h6,30,18036
2.7276634056939866,3.2671418053410552,0.3076662258841204,target_person_h12,60,18036
0.4895592288607159,0.5935616876876483,0.3381882833271492,target_wait_h12,60,18036
