mae,rmse,wape,target,horizon_min,rows
2.5884027406259342,3.1598214970097174,0.29225260942737796,target_person_h6,30,18036
0.4626844489110444,0.561692940213047,0.3199233531495802,target_wait_h6,30,18036
2.535188043215344,3.05348527340679,0.28595600745106,target_person_h12,60,18036
0.4540477667964729,0.5487014679845788,0.31365690962208853,target_wait_h12,60,18036
