strategy_name,interventions,avg_risk_score_delta,avg_comfort_gain,avg_wait_reduction_min,baseline_orange_red,adjusted_orange_red,orange_red_reduction
分流引导至低负载游线,4509,0.061829296589044125,6.1829296589044125,0.2100700852774451,1804,451,1353
