mae,rmse,wape,target,horizon_min,rows
2.6124627407756713,3.180904467169696,0.29496918738343564,target_person_h6,30,18036
0.469309072307854,0.5660183538606618,0.3245039517312887,target_wait_h6,30,18036
2.605392500047648,3.1350884021421597,0.29387470454130604,target_person_h12,60,18036
0.46193400646265975,0.5578537119559275,0.3191047363555786,target_wait_h12,60,18036
